185;526261;PEPPER RED CRUSHED 42g;ANNAM CAMBODIA COMPANY;100-015;3;2024-10-06;RETURN;Side Stack-L4;90
186;8076809513753;PESTO GENOVESE 190g;ANNAM CAMBODIA COMPANY;100-015;55;2024-07-22;RETURN;G03A-C03-L7;90
187;40804644;PICKLED CORNICHORNS 330g;ANNAM CAMBODIA COMPANY;100-015;14;2025-02-04;RETURN;G02B-C04-L1;90
188;745092014428;Pop A Bean;ANNAM CAMBODIA COMPANY;100-015;2;2025-02-25;RETURN;G07B-C04-L2;90
189;9555491102081;Premium Molasses Sugar 18 x 500g;ANNAM CAMBODIA COMPANY;100-015;6;2024-09-25;RETURN;G01B-C04-L5;90
190;9555491102333;Quinoa Mix 18 x 500g;ANNAM CAMBODIA COMPANY;100-015;8;2024-04-21;RETURN;G01A-C07-L2;90
191;9555491102494;Quinoa Mix 18 x 500g;ANNAM CAMBODIA COMPANY;100-015;1;2024-07-06;RETURN;G01A-C08-L4;90
192;3092719700279;RASSPBERRY BARMAN SYRUB 700ML;ANNAM CAMBODIA COMPANY;100-015;7;2024-08-30;RETURN;G05B-C05-L1;90
193;3045320093186;RED CHERRY PRESERVES 30g;ANNAM CAMBODIA COMPANY;100-015;6;2025-06-21;RETURN;G05B-C05-L6;90
194;7610700607046;RICOLA mint candy (lemon flavour sugar free) 45g;ANNAM CAMBODIA COMPANY;100-015;35;2025-02-28;RETURN;G07B-C03-L5;90
195;4000417214003;RITTER SPORT butter biscuit (with cocoa cream) 100g;ANNAM CAMBODIA COMPANY;100-015;5;2024-08-14;RETURN;G07B-C01-L6;90
196;4000417701008;RITTER SPORT White whole hazelnuts 100g;ANNAM CAMBODIA COMPANY;100-015;7;2024-05-08;RETURN;G07B-C01-L6;90
197;4000417703002;RITTER SPORT Whole almonds chocolate 100g;ANNAM CAMBODIA COMPANY;100-015;16;2024-08-09;RETURN;G07B-C01-L6;90
198;8847102340304;ROYAL MONGKUT cambodian premium jasmine rice 2kg;ANNAM CAMBODIA COMPANY;100-015;4;2025-12-01;RETURN;;90
199;8076809513678;SAUCES BARILLA BOLOGNESE 400g;ANNAM CAMBODIA COMPANY;100-015;1;2025-01-24;RETURN;G03A-C03-L7;90
200;8076809513692;SAUCES BARILLA NAPOLETANA 400g;ANNAM CAMBODIA COMPANY;100-015;22;2024-05-11;RETURN;G03A-C03-L7;90
201;8076809513715;SAUCES BARILLA OLIVE 400g;ANNAM CAMBODIA COMPANY;100-015;102;2024-10-02;RETURN;G03A-C03-L6;90
202;52100018997;SHRIMP SCAMPI GARLIC BUTTER 24g;ANNAM CAMBODIA COMPANY;100-015;10;2024-06-05;RETURN;G01B-C06-L7;90
203;8691216090545;STARMIX, 160g;ANNAM CAMBODIA COMPANY;100-015;9;2024-08-08;RETURN;G07B-C08-L3;90
204;8691216090477;STARMIX, 80g;ANNAM CAMBODIA COMPANY;100-015;33;2024-11-29;RETURN;G07B-C08-L4;90
205;40804927;STEAK SAUCE 250ml;ANNAM CAMBODIA COMPANY;100-015;11;2025-05-03;RETURN;G02A-C03-L4;90
206;39047005426;STEM GINGER BISCUITS 150g;ANNAM CAMBODIA COMPANY;100-015;12;2024-05-30;RETURN;G06B-C08-L7;90
207;3178530412550;STMICHEL chocolate chips (french sponge cakes) 75g;ANNAM CAMBODIA COMPANY;100-015;10;2024-05-19;RETURN;G06A-C07-L3;90
208;3178530408539;STMICHEL traditional french sponge cakes 85g;ANNAM CAMBODIA COMPANY;100-015;12;2024-06-09;RETURN;G06A-C07-L3;90
209;3045320093193;STRAWBERRY PRESERVES 30g;ANNAM CAMBODIA COMPANY;100-015;2;2025-06-20;RETURN;G05B-C05-L6;90
210;3045320089301;STRAWBERRY PRESERVES 370g;ANNAM CAMBODIA COMPANY;100-015;18;2025-07-07;RETURN;G05B-C05-L3;90
211;8713800121029;Super Sour Bears;ANNAM CAMBODIA COMPANY;100-015;5;2024-05-17;RETURN;G07B-C08-L6;90
212;8853095000972;Sweet Chilli Sauce For Chicken 290ML;ANNAM CAMBODIA COMPANY;100-015;13;2025-10-23;RETURN;G02A-C03-L6;90
213;524181;TARRAGON LEAVES WHOLE;ANNAM CAMBODIA COMPANY;100-015;18;2025-04-19;RETURN;G01B-C05-L6;90
214;4901515349560;TERIYAKI Marinade Honey & Soy;ANNAM CAMBODIA COMPANY;100-015;7;2024-11-06;RETURN;G02A-C04-L6;90
215;52100090405;Thick & Zesty Spaghetti Sauce Mix 38g;ANNAM CAMBODIA COMPANY;100-015;61;2024-05-02;RETURN;G01B-C06-L7;90
216;524241;THYME GROUND 19g;ANNAM CAMBODIA COMPANY;100-015;6;2024-12-23;RETURN;G01B-C05-L6;90
217;5000396041378;To Go Milk Chocolate Digestive 199.8g;ANNAM CAMBODIA COMPANY;100-015;21;2024-05-25;RETURN;G06A-C06-L6;90
218;8000380191574;TOACKER QUADRATINI MATCHA GREEN TEA 110G;ANNAM CAMBODIA COMPANY;100-015;9;2024-08-20;RETURN;G06A-C07-L4;90
219;4716908323733;TREE TOP 100% apple juice 2L;ANNAM CAMBODIA COMPANY;100-015;192;2024-05-31;RETURN;G05A-C06-L1;90
220;4716908223613;TREE TOP 100% apple juice 300ml;ANNAM CAMBODIA COMPANY;100-015;8;2024-06-21;RETURN;G05A-C06-L6;90
221;522611;TURMERIC GROUND 26g;ANNAM CAMBODIA COMPANY;100-015;21;2025-04-27;RETURN;G01B-C05-L6;90
222;9555491102067;Unbleached Plain Flour 12 x 1000g;ANNAM CAMBODIA COMPANY;100-015;7;2024-12-18;RETURN;;90
223;845163008384;VIVALOE aloe vera drink (original flavour) 500ml;ANNAM CAMBODIA COMPANY;100-015;9;2024-09-07;RETURN;G05A-C06-L3;90
224;845163008872;VIVALOE aloe vera drink (watermelon flavour) 500ml;ANNAM CAMBODIA COMPANY;100-015;45;2024-09-07;RETURN;G05A-C06-L3;90
225;39047050105;WALKERS oatflake & cranberry biscuits 150g;ANNAM CAMBODIA COMPANY;100-015;10;2024-09-30;RETURN;G06B-C08-L7;90
226;39047001152;WALKERS PURE BUTTER SHORTBREAD 150g;ANNAM CAMBODIA COMPANY;100-015;11;2024-06-30;RETURN;G06A-C06-L4;90
227;39047050747;WALKERS TOFFEE & PECAN BISCUITS 150g;ANNAM CAMBODIA COMPANY;100-015;12;2024-06-30;RETURN;G06B-C08-L7;90
228;39047050716;WALKERS white chocolate & raspberry biscuits 150g;ANNAM CAMBODIA COMPANY;100-015;9;2024-05-30;RETURN;G06B-C08-L7;90
229;4014400918113;Werther's Original Caramel Chews;ANNAM CAMBODIA COMPANY;100-015;10;2024-09-13;RETURN;G07B-C06-L6;90
230;4014400918083;Werther's Original Cream Candies 90g;ANNAM CAMBODIA COMPANY;100-015;19;2024-06-27;RETURN;G07B-C06-L6;90
231;4014400918090;Werther's Original Creamy Coffee Candies 100g;ANNAM CAMBODIA COMPANY;100-015;16;2024-06-26;RETURN;G07B-C06-L5;90
232;4014400916591;Werther's Original Soft Chocolate Caramels 100g;ANNAM CAMBODIA COMPANY;100-015;5;2024-06-06;RETURN;G07B-C06-L6;90
233;3077314932096;WHOLE GRAIN MUSTARD CLOVIS 200g;ANNAM CAMBODIA COMPANY;100-015;3;2025-02-13;RETURN;G03A-C01-L3;90
234;9555491102074;Wholemeal Wheat Flour 18 x 1000g;ANNAM CAMBODIA COMPANY;100-015;11;2024-12-16;RETURN;;90
235;8847102551014;PHKA RUMDUOL 25KG;APSARA RICE CAMBODIA CO.,LTD;400-366;3;2024-11-21;RETURN;;180
236;8847102340151;ROYAL MONGKUT cambodian premium jasmine rice 1kg;APSARA RICE CAMBODIA CO.,LTD;400-366;7;2025-12-01;RETURN;;180
237;8847102340243;ROYAL MONGKUT CAMBODIAN SELECT JASMINE RICE 5KG;APSARA RICE CAMBODIA CO.,LTD;400-366;6;2025-11-04;RETURN;;180
238;8847102340625;ROYAL MONGKUT PRIMIUM JASMINE 5KG;APSARA RICE CAMBODIA CO.,LTD;400-366;5;2025-12-01;RETURN;;180
239;6930446815644;Diamond Black 24H Men Women 100ml;ASIA WHOLESALE;100-029;2;2024-04-17;NORETURN;N09B-C05-L6;180
240;6970991850295;Eternal Royal Eau De Toilette 100ml;ASIA WHOLESALE;100-029;3;2027-01-05;NORETURN;N09B-C05-L1;180
241;6915924304551;Kazuo Floral Women Eau de Toilette 100ml;ASIA WHOLESALE;100-029;1;2027-01-05;NORETURN;N09A-C00-L2;180
242;8718657760551;Morakot Classical Eau de Toilette Men 100ml;ASIA WHOLESALE;100-029;1;2024-04-17;NORETURN;N09B-C04-L3;180
243;6970256201480;Royal for women 100ml;ASIA WHOLESALE;100-029;6;2025-08-14;NORETURN;N09B-C05-L2;180
244;6970991850271;Sex the City Pour Home 75ml;ASIA WHOLESALE;100-029;5;2027-01-05;NORETURN;N09B-C05-L5;180
245;6295124002748;Shirley May Compass Pour Homme 100ml;ASIA WHOLESALE;100-029;4;2027-01-05;NORETURN;N09A-C00-L3;180
246;6295124009730;Shirley Obama 100ml;ASIA WHOLESALE;100-029;4;2027-01-05;NORETURN;N09A-C00-L5;180
247;6937372213261;Supreme Pour Home 100ml;ASIA WHOLESALE;100-029;6;2024-04-17;NORETURN;N09B-C04-L4;180
248;8005121218206;Divella Couscous 500g;AUS KHMER IMPORT EXPORT CO., LTD (WINE);100-069;19;2024-11-11;RETURN;G01A-C07-L7;90
249;5290074002290;Cyprina Apple Juice;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;27;2024-05-09;RETURN;G05A-C07-L4;90
250;5290074003136;Cyprina Mango Nectar Juice 1L;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;16;2024-06-07;RETURN;G05A-C07-L3;90
251;5290074002788;Cyprina Orange Juice;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;11;2024-05-15;RETURN;G05A-C07-L3;90
252;5290074002337;Cyprina Pineapple Juice;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;8;2024-06-06;RETURN;G05A-C07-L4;90
253;5290074002269;Cyprina Red Grape Juice;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;3;2024-06-06;RETURN;G05A-C07-L4;90
254;5290074003099;Cyprina Tomato Juice;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;9;2024-05-17;RETURN;G05A-C07-L3;90
255;8005121214338;Divella Ottimini Al  Miele (Frollini Con);AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;7;2024-10-12;RETURN;G06B-C06-L6;90
256;8005121214246;Divella Ottimini Al Cacao;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;5;2024-04-07;RETURN;G06B-C06-L6;90
257;8005121214369;Divella Ottimini Al Limone;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;9;2024-04-19;RETURN;G06B-C06-L6;90
258;8005121214239;Divella Ottimini Classici;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;1;2024-04-03;RETURN;G06B-C06-L6;90
259;8005121214260;Divella Ottimini Riso E Mais;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;7;2024-04-05;RETURN;G06B-C06-L5;90
260;8005121218404;Divella Polenta Istantanea 500g;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;27;2024-09-28;RETURN;;90
261;8005121218107;Divella Riso Arborio 1kg;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;14;2024-06-30;RETURN;;90
262;8004275060051;Pietro Coricelli Basil Tomato  Sauce;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;3;2025-06-28;RETURN;G03A-C03-L4;90
263;8004275060105;Pietro Coricelli Bolognese Sauce 350g;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;1;2025-07-04;RETURN;G03A-C03-L4;90
264;8004275001351;Pietro Coricelli Classic Pure Olive Oil;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;18;2025-05-06;RETURN;G02B-C01-L5;90
265;8004275001368;PIETRO CORICELLI cooking olive oil 500ml;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;8;2025-05-15;RETURN;G02B-C01-L4;90
266;8004275074195;PIETRO CORICELLI cooking olive pomace oil 250ml;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;21;2025-08-06;RETURN;G02B-C01-L5;90
267;8004275060075;PIETRO CORICELLI fusilli pasta 500g;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;2;2025-10-14;RETURN;G03A-C05-L5;90
268;8004275060037;Pietro Coricelli Napoletana  Sauce;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;2;2024-12-14;RETURN;G03A-C03-L4;90
269;8004275001115;PIETRO CORICELLI olive oil (extra virgin) 1L;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;3;2025-06-20;RETURN;G03A-C00-L2;90
270;8004275001191;PIETRO CORICELLI olive oil (extra virgin) 500ml;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;10;2025-12-07;RETURN;G02B-C01-L3;90
271;8004275060235;PIETRO CORICELLI pettuccine pasta 500g;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;16;2025-10-04;RETURN;G03A-C05-L2;90
272;8004275054050;Pietro Coricelli Pomace Olive  Oil;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;28;2025-11-09;RETURN;G02B-C01-L4;90
273;8004275001511;Pietro Coricelli Pomace Olive Oil 1L;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;5;2025-05-16;RETURN;G03A-C00-L2;90
274;8004275059949;PIETRO CORICELLI vinegar (balsama of modena) 1L;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;10;2027-01-06;RETURN;G02A-C08-L3;90
275;8004275001184;PIETRO olive extra virgin oil 250ml;AUS KHMER IMPORT EXPORT CO., LTD-FOOD(VAT);100-232;14;2025-10-07;RETURN;G02B-C01-L5;90
276;8849302623119;Handy Fabric Softener 1L Sunkiss;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-07-01;RETURN;N17B-C05-LV5;120
277;8849302623164;Handy Fabric Softener 5L Sunkiss;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-06-01;RETURN;N17B-C04-LV1;120
278;8934669620175;Lix Detergent Bamboo- Charcaol  3x5000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-12-02;RETURN;N17B-C02-LV1;120
279;8934669620175;Lix Detergent Bamboo- Charcaol  3x5000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-12-06;RETURN;N17B-C02-LV1;120
280;8934669620168;Lix Detergent Liquid (Bamboo-charcaol) 4x4000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-10;RETURN;N17B-C04-LV1;120
281;8934669390511;Lix Detergent Liquid 2000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-08-01;RETURN;N17B-C04-LV2;120
282;8934669390528;Lix Detergent Liquid 4000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-09-12;RETURN;N17B-C04-LV1;120
283;8934669390726;Lix Detergent Liquid Perfume 4000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-08-01;RETURN;N17B-C04-LV1;120
284;8934669390627;Lix Detergent Pises 2500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-02-19;RETURN;N17B-C02-LV4;120
285;8934669390627;Lix Detergent Pises 2500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-07-12;RETURN;N17B-C02-LV4;120
286;8934663390654;Lix Detergent Pises 3500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2024-11-28;RETURN;N17B-C02-LV3;120
287;8934663390654;Lix Detergent Pises 3500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-02-18;RETURN;N17B-C02-LV4;120
288;8934663390654;Lix Detergent Pises 3500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-02-19;RETURN;N17B-C02-LV3;120
289;8934663390654;Lix Detergent Pises 3500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-01-13;RETURN;N17B-C03-LV2;120
290;8934663390654;Lix Detergent Pises 3500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-02-02;RETURN;N17B-C03-LV2;120
291;8934663390654;Lix Detergent Pises 3500g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-12;RETURN;N17B-C03-LV2;120
292;8934669390108;Lix Detergent Summer Flower 3000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-02-08;RETURN;N17B-C02-LV3;120
293;8934669390108;Lix Detergent Summer Flower 3000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-11;RETURN;N17B-C02-LV2;120
294;8934669500514;Lix Dishwashing 15 x 750ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-09-18;RETURN;N16B-C03-LV2;180
295;8934669800096;Lix Dishwashing 1500ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-10-07;RETURN;N16B-C04-LV4;120
296;8934669800072;Lix Dishwashing 3800ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-17;RETURN;N16B-C03-LV1;120
297;8934669390702;Lix Floor Cleaner Liquid Lily & Rose 1000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-07-08;RETURN;N16B-C06-LV4;120
298;8934669390719;Lix Floor Cleaner Liquid Lily & Rose 5000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-07;RETURN;N16B-C06-LV2;120
299;8934669600122;LIX glass cleaner spray 650ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-14;RETURN;N16B-C05-LV4;120
300;8934669600313;LIX javel bleaching water 330ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2024-09-10;RETURN;N17B-C08-LV5;120
301;8934669600313;LIX javel bleaching water 330ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-05-12;RETURN;N17B-C08-LV5;120
302;8934669190036;Lix Lemon Detergent 1000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-05-16;RETURN;N17B-C02-LV5;120
303;8934669190036;Lix Lemon Detergent 1000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-08-22;RETURN;N17B-C02-LV5;120
304;8934669320075;Lix Lemon Detergent 3000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-02-07;RETURN;N17B-C02-LV3;120
305;8934669320075;Lix Lemon Detergent 3000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-09-22;RETURN;N17B-C02-LV3;120
306;8934669190241;Lix Lemon Detergent 5000g;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-02-07;RETURN;N17B-C03-LV2;120
307;8934669559659;LIX liquid (floor cleaner) 2L;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-07-11;RETURN;N16B-C06-LV3;120
308;8934669390771;LIX liquid (surface cleaner lily&rose scented) 2L;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-12-07;RETURN;N16B-C06-LV3;120
309;8934669620052;Lix Morning Fresh 2000ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2025-08-06;RETURN;N17B-C04-LV2;120
310;8934669580158;Lix Toilet Cleaner 900ml;BDC LIMITED - VAT (DIS. 1% FOREVER);100-335;12;2026-11-08;RETURN;N16B-C07-LV2;120
311;8850369250255;FITNE instant coffee (3in1 with white kidney bean extra) 150g;BNTD DISTRIBUTION CO., LTD;100-594;7;2025-06-27;RETURN;G05A-C08-L5;90
312;8998866803809;MI sedaap noodles (goreng crispy chicken flavour) 88g;BNTD DISTRIBUTION CO., LTD;100-594;173;2024-06-12;RETURN;G03B-C05-L2;90
313;8998866200301;MI sedaap noodles (goreng parcel original flavour) 90g;BNTD DISTRIBUTION CO., LTD;100-594;15;2024-04-14;RETURN;G03B-C05-L2;90
314;41755008194;Langers Cranberry Raspberry 946ML;Bouy Meng Hong (MILDDA MILK);400-403;9;2024-11-16;NORETURN;G05A-C06-L2;90
315;41755001140;LANGERS FRUIT PUNCH 946ML;Bouy Meng Hong (MILDDA MILK);400-403;1;2024-04-10;NORETURN;G05A-C06-L2;90
316;41755001317;Langers Grape Juice Cocktail 946ml;Bouy Meng Hong (MILDDA MILK);400-403;10;2025-01-20;NORETURN;G05A-C06-L2;90
317;41755001270;Langers Pomegranate Drink 946ml;Bouy Meng Hong (MILDDA MILK);400-403;12;2025-02-08;NORETURN;G05A-C06-L2;90
318;3033710084913;MAGGI arome sauce 200ml;Bouy Meng Hong (MILDDA MILK);400-403;254;2025-02-28;NORETURN;G02A-C04-L4;90
319;412449;Martinellis 100% Pure Apple Juice 296ml;Bouy Meng Hong (MILDDA MILK);400-403;34;2025-12-20;NORETURN;G05A-C07-L5;90
320;8849302622068;Handy Dishwashing 4L K-Line;BR HANDY;400-692;12;2026-03-01;NORETURN;N16B-C05-LV1;180
321;8849302622020;Handy Dishwashing 4L Lemon;BR HANDY;400-692;12;2026-05-01;NORETURN;N16B-C05-LV1;180
322;8849302622037;Handy Dishwashing 750ml K-Line;BR HANDY;400-692;12;2025-09-01;NORETURN;N16B-C05-LV4;180
323;8849302622037;Handy Dishwashing 750ml K-Line;BR HANDY;400-692;12;2025-11-01;NORETURN;N16B-C05-LV4;180
324;8849302622037;Handy Dishwashing 750ml K-Line;BR HANDY;400-692;12;2026-01-01;NORETURN;N16B-C05-LV4;180
325;8849302622051;Handy Dishwashing 750ml Lemon;BR HANDY;400-692;12;2026-06-01;NORETURN;N16B-C05-LV4;180
326;8849302623034;Handy Fabric Softener 1L Passion;BR HANDY;400-692;12;2026-05-01;NORETURN;N17B-C04-LV5;180
327;8849302623157;Handy Fabric Softener 5L Passion;BR HANDY;400-692;12;2026-01-26;NORETURN;N17B-C05-LV1;180
328;8849302621115;Handy Liquid Detergent 5L Deep Clean;BR HANDY;400-692;12;2026-10-01;NORETURN;N17B-C05-LV1;180
329;8849302621023;Handy Liquid Detergent 5L Refresh;BR HANDY;400-692;12;2026-09-01;NORETURN;N17B-C05-LV1;180
330;8847105052365;BANA banana spicy chip (hot chili flavour) 75g;C S L ( CONSINGMENT 6 MONTHS);400-566;14;2024-09-01;RETURN;G04B-C03-L3;90
331;8847105052112;Banana Chip-200G;C S L ( CONSINGMENT 6 MONTHS);400-566;37;2024-07-17;RETURN;G04B-C02-L1;90
332;8847105056059;Black Bean 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;6;2024-06-09;RETURN;G01A-C07-L1;90
333;8847105056448;CSL GROUNDED CHILLI NATURAL 100% 90G;C S L ( CONSINGMENT 6 MONTHS);400-566;3;2024-06-29;RETURN;G01B-C05-L2;90
334;8847105056462;CSL GROUNDED CHILLI​ NATURAL 100% 200G;C S L ( CONSINGMENT 6 MONTHS);400-566;8;2024-10-26;RETURN;G01B-C05-L2;90
335;8847105056479;CSL MILLED CHILLI NATURAL 100% 180G;C S L ( CONSINGMENT 6 MONTHS);400-566;12;2024-10-26;RETURN;G01B-C05-L2;90
336;8847105056455;CSL MILLED CHILLI NATURAL 100% 90G;C S L ( CONSINGMENT 6 MONTHS);400-566;10;2024-10-26;RETURN;G01B-C05-L2;90
337;8847105056110;Dried Cayenne Chilli 50g;C S L ( CONSINGMENT 6 MONTHS);400-566;15;2024-09-23;RETURN;G01B-C05-L3;90
338;8847105056158;Iodized Salt 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;18;2024-09-21;RETURN;G01B-C02-L1;90
339;8847105056103;Lotus Seeds 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;12;2024-10-27;RETURN;G01A-C07-L1;90
340;8847105054079;Mixie Smile-180G (Cachew Nut caramel with coconut);C S L ( CONSINGMENT 6 MONTHS);400-566;10;2024-10-26;RETURN;G04A-C01-L4;90
341;8847105056264;Oat Seeds 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;8;2024-06-27;RETURN;G01A-C07-L1;90
342;8847105055038;Palm Sugar Powder 150g;C S L ( CONSINGMENT 6 MONTHS);400-566;10;2024-10-26;RETURN;G01B-C04-L2;90
343;8847105056165;Palm Sugar Powder 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;11;2024-06-19;RETURN;G01B-C04-L3;90
344;8847105056028;Red Bean 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;8;2024-06-15;RETURN;G01A-C07-L1;90
345;8847105054048;Roasted Cashew Nut with Testra-150G;C S L ( CONSINGMENT 6 MONTHS);400-566;2;2024-10-21;RETURN;G04A-C05-L6;90
346;8847105056080;Sago 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;4;2024-09-22;RETURN;G01A-C07-L2;90
347;8847105054253;Salted roasted Cashew nut-150g;C S L ( CONSINGMENT 6 MONTHS);400-566;17;2024-07-17;RETURN;G04A-C05-L6;90
348;8847105052402;SETO sweet potato chip spicy (hot chili flavour) 75g;C S L ( CONSINGMENT 6 MONTHS);400-566;6;2024-07-17;RETURN;G04B-C03-L3;90
349;8847105056127;Tapioca Flour 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;22;2024-04-22;RETURN;G01A-C06-L2;90
350;8847105056271;White Big Bean 500g;C S L ( CONSINGMENT 6 MONTHS);400-566;6;2024-09-30;RETURN;G01A-C07-L1;90
351;8850718808410;Lay's Stax Hot Chili Squid Flavor 105g;C.C.A.C CO.,LTD;400-061;9;2024-08-30;RETURN;G07A-C01-L1;30
352;8850718803873;Lays Stax Spicy Lobster 105g;C.C.A.C CO.,LTD;400-061;22;2024-09-13;RETURN;G07A-C01-L1;30
353;6917790198951;ANGEL INSTANT DRY YEAST 500G;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;8;2025-01-19;NORETURN;G01A-C07-L6;90
354;6924187851160;Caramel Sunflowers Seeds(32x108g);Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;13;2024-05-10;NORETURN;G04A-C03-L3;90
355;6916432980015;CHANACOM cooking oil (perfume seasame oil) 360ml;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;9;2024-09-23;NORETURN;G02A-C07-L1;90
356;6900873042715;Chicken Noodle;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;4;2024-04-08;NORETURN;G03B-C02-L5;90
357;6902265190417;CHINA TIME HONORED dark soy sauce 1.9L;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;10;2025-02-04;NORETURN;G02A-C04-L1;90
358;6902265160502;CHINA TIME HONORED soy sauce (tasty seafood flavoured) 500ml;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;13;2024-11-22;NORETURN;G02A-C05-L3;90
359;6902265451419;CHINA TIME-HONORED mature vinegar 450ml;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;8;2024-09-10;NORETURN;G02A-C08-L3;90
360;6902265360100;CHINA TIME-HONORED oyster sauce (haday superior) 260ml;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;29;2024-12-05;NORETURN;G02A-C07-L5;90
361;6902265610014;CHINA TIME-HONORED white rice vinegar 450ml;Cambodia Gu Ge Chinese Food Trading Co.,Ltd;100-413;1;2025-04-23;NORETURN;G02A-C08-L3;90
